PRP$,RB,DT,JJ,NN,",",CC,VB,VBG,IN,.,NNP,NNS,PRP,VBP,MD,TO,VBZ,:,VBN,RP,WP,WRB,CD,WDT,PDT,JJR,RBR,VBD,UH,``,'',(,),JJS,EX,FW,RBS,NNPS,$,WP$,#,SYM,POS
3,35,25,13,37,20,10,18,9,33,24,6,15,38,27,5,11,5,1,9,3,1,1,9,1,1,2,0,10,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
31,93,137,118,214,112,57,88,40,153,89,23,94,142,86,28,60,47,8,24,12,11,18,18,9,3,9,3,34,1,3,4,0,0,2,4,2,0,0,0,0,0,0,0
141,528,335,354,650,201,290,516,111,561,420,188,196,780,454,156,279,131,51,52,30,52,34,16,19,5,55,12,99,3,10,10,5,47,13,7,0,3,2,0,0,0,0,0
1,4,6,1,9,0,4,5,2,6,1,0,3,10,3,0,2,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,31,31,25,59,20,19,16,14,40,19,14,14,19,11,4,11,10,3,10,2,2,3,3,1,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2,0,0,2,1,0,2,0,3,1,0,0,5,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,197,176,140,261,97,78,141,58,239,97,91,75,218,139,25,86,47,7,29,9,10,10,21,6,0,15,7,48,1,4,4,12,10,8,3,0,1,0,0,0,0,0,0
30,85,104,89,182,85,59,95,32,165,79,19,97,149,97,28,53,56,3,20,11,13,2,6,12,1,5,1,22,1,0,0,0,0,4,8,3,0,1,0,0,0,0,0
7,13,28,15,51,8,7,15,5,23,21,10,11,25,9,2,11,1,0,5,3,3,1,2,0,2,0,0,19,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
119,473,400,378,739,168,244,456,175,683,395,197,223,693,409,96,256,142,19,79,46,68,62,25,26,11,27,13,159,1,7,7,6,19,8,13,0,1,1,0,1,0,0,0
10,9,16,8,32,0,9,17,4,15,3,5,5,23,16,7,3,3,0,2,1,0,0,2,0,0,0,0,1,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0
3,7,12,13,17,7,7,10,3,12,11,7,7,15,11,1,3,2,0,5,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16,16,13,19,8,5,17,7,24,21,9,6,26,13,7,6,14,2,4,1,3,2,1,2,0,2,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,3,1,5,4,4,3,4,2,7,3,2,1,6,3,2,1,0,0,2,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,61,100,97,178,28,60,134,25,166,157,44,53,202,100,27,63,42,10,26,9,23,14,1,8,1,5,0,20,0,5,5,10,10,6,3,2,0,0,0,0,0,0,0
18,44,61,39,90,35,27,30,23,100,13,21,32,33,15,7,23,22,2,13,6,4,7,2,5,0,6,1,11,0,1,1,3,3,0,2,1,2,0,0,0,0,0,0
4,22,6,14,14,3,4,8,1,11,11,0,8,15,6,1,5,4,0,1,0,0,1,1,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,6,3,9,1,1,1,2,6,8,2,4,4,7,0,2,2,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,88,65,69,113,32,47,81,28,112,81,42,23,156,68,8,60,36,5,11,4,8,4,12,4,1,6,1,24,2,4,4,0,0,1,1,0,1,0,0,0,0,0,0
129,451,411,296,700,256,331,593,163,616,322,139,226,785,366,132,298,138,13,52,55,57,38,27,26,4,29,9,146,2,24,24,8,11,16,18,4,2,4,0,0,0,0,0
58,152,153,124,279,106,79,165,78,318,142,47,95,293,126,39,98,62,20,47,19,24,21,20,8,1,12,3,60,3,2,2,10,10,5,10,2,4,1,0,0,0,0,0
173,405,332,258,596,116,261,353,110,522,338,132,176,735,320,109,176,168,13,75,29,32,51,39,20,6,21,11,144,14,6,6,24,25,14,9,0,1,0,0,0,0,0,0
5,19,9,6,26,1,12,11,6,19,10,10,1,19,6,1,6,6,2,4,1,0,1,0,0,0,0,1,7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
54,132,136,134,251,63,72,125,46,206,158,83,78,185,97,40,65,31,7,18,11,15,7,8,6,4,7,4,37,1,2,2,8,8,4,2,4,0,2,1,0,0,0,0
51,226,195,171,328,126,97,223,94,317,182,77,84,316,149,49,128,68,21,26,29,22,17,12,9,1,9,8,40,1,3,3,6,11,9,2,1,0,0,0,0,0,0,0
69,160,153,135,295,104,91,155,55,256,163,85,91,242,109,34,75,46,15,33,20,22,16,17,7,3,9,5,53,1,2,4,1,3,4,2,0,2,4,0,0,0,0,0
23,73,69,53,120,62,28,52,23,127,54,32,15,110,54,15,35,17,12,6,9,11,4,1,3,1,4,4,11,0,0,0,1,1,6,1,0,0,0,0,0,0,0,0
124,363,312,270,542,207,192,358,140,511,306,105,205,503,273,77,206,133,43,58,53,48,41,26,11,3,11,7,109,5,11,11,4,8,20,19,2,6,0,0,0,0,1,0
1,3,1,2,2,0,1,2,0,2,2,1,1,5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,42,47,23,79,18,30,43,11,80,58,26,10,101,41,16,14,18,1,8,8,8,9,2,1,1,2,0,28,1,0,0,0,0,2,4,0,1,0,0,0,0,0,0
8,12,19,19,31,11,8,8,8,24,15,10,15,16,13,0,6,2,1,9,3,1,3,6,3,0,1,3,10,1,5,1,2,2,1,0,0,0,0,0,0,0,0,0
45,107,104,99,186,78,51,80,46,160,81,55,58,146,59,23,49,47,12,25,8,4,12,17,4,2,6,0,37,0,0,0,10,8,3,4,2,1,0,1,0,0,0,0
53,179,95,112,181,9,73,100,48,171,94,91,49,225,115,12,67,43,9,23,12,14,19,9,4,1,13,3,87,0,1,1,4,4,7,4,0,0,1,0,0,0,0,0
3,12,23,20,31,11,11,13,2,24,11,3,21,8,11,8,4,7,4,1,0,1,5,0,0,0,1,1,3,0,0,0,2,2,1,2,0,1,1,0,0,0,0,0
174,471,396,331,646,132,246,378,207,649,391,138,171,856,332,114,185,194,18,81,44,59,74,28,20,8,33,24,252,3,6,21,11,11,27,16,0,2,0,0,0,0,0,0
51,99,77,62,146,72,70,93,55,156,58,35,36,188,44,21,48,19,0,21,11,13,15,9,4,0,6,3,77,0,3,3,1,1,3,1,1,1,0,0,0,0,0,0
5,9,14,4,18,3,5,14,3,13,12,3,4,21,16,2,10,4,2,1,0,5,2,2,0,0,0,0,3,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0
13,39,27,27,71,4,12,31,11,47,31,22,14,50,31,7,15,11,3,11,2,4,3,3,1,2,4,1,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,4,9,5,16,3,3,11,2,8,14,7,2,18,7,3,3,3,0,1,2,0,1,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1,9,9,13,15,0,3,13,2,13,9,2,9,16,11,6,4,5,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
34,106,59,53,137,52,57,61,35,117,45,47,44,102,47,12,32,22,14,20,8,2,8,6,5,2,7,0,34,2,4,4,5,5,6,0,0,1,0,0,0,0,0,0
13,68,70,65,101,37,27,51,14,68,73,51,20,78,59,12,31,22,5,15,4,4,5,7,1,1,4,3,18,3,0,0,3,3,1,3,0,1,1,0,0,0,0,0
14,65,61,67,108,49,34,64,13,88,62,18,40,86,51,23,24,27,10,11,8,3,6,8,3,1,2,1,12,1,3,1,0,0,4,5,0,0,0,0,0,0,0,0
1,3,6,10,8,0,4,6,1,4,7,4,8,2,4,1,0,0,0,1,0,0,1,0,0,1,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
23,74,98,74,154,49,55,71,24,134,69,20,58,94,49,24,30,26,6,12,6,13,16,9,12,3,2,1,21,1,2,2,4,4,1,3,0,1,0,0,0,0,0,0
1,0,4,1,8,1,0,3,1,5,8,2,2,6,3,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13,35,22,33,48,0,18,13,11,41,20,21,19,52,28,3,10,10,1,6,2,3,2,5,3,0,1,0,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,18,12,8,19,5,4,10,6,10,16,3,5,8,5,2,6,4,0,4,3,0,1,0,0,0,1,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
212,389,431,377,750,275,270,392,161,636,406,229,244,599,279,122,200,150,9,96,37,39,26,46,36,2,39,7,174,2,6,6,7,7,18,16,3,0,0,1,0,0,0,0
15,18,23,35,45,14,25,29,15,35,23,9,13,57,19,5,21,7,1,10,1,5,5,2,1,2,1,0,21,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
57,132,146,167,278,91,99,80,43,221,145,52,96,224,135,24,50,56,11,33,17,12,8,47,6,1,12,7,31,1,6,8,19,20,4,3,0,0,0,0,0,0,0,0
169,424,450,369,751,246,202,498,163,684,371,141,255,646,387,155,247,138,9,60,31,43,54,12,20,2,20,7,96,0,11,9,33,33,8,16,1,3,1,0,0,0,0,0
23,53,38,50,94,13,31,39,13,42,64,18,25,54,53,10,20,16,0,12,7,4,3,4,2,0,5,3,7,0,1,1,0,0,1,2,0,1,0,1,0,0,0,0
29,42,55,49,103,13,26,134,24,75,104,24,48,100,42,52,57,19,1,7,7,6,8,1,3,0,9,2,2,0,0,0,2,2,2,14,0,0,0,0,0,0,0,0
4,29,9,3,18,8,5,17,3,20,10,6,2,21,6,5,7,2,0,2,1,1,1,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,202,260,192,377,45,85,197,52,253,314,65,101,378,221,89,93,98,29,66,10,25,16,25,10,5,12,6,60,5,0,0,8,4,7,7,0,1,0,0,1,0,1,0
27,98,97,80,145,45,52,120,36,143,74,26,60,143,78,36,59,35,3,12,7,12,8,13,2,2,7,1,10,0,1,1,4,4,5,8,0,0,0,0,0,0,0,0
44,108,121,87,178,62,59,88,33,144,144,64,61,168,93,10,58,45,15,19,8,21,18,11,9,3,3,1,51,1,5,5,4,3,2,2,0,1,0,0,0,0,0,0
84,160,151,153,336,139,76,182,51,255,169,82,114,223,143,48,101,45,21,31,8,10,8,6,8,7,3,7,31,1,8,9,15,15,3,6,4,1,1,0,0,0,0,0
20,68,61,57,118,28,46,55,26,114,41,14,25,107,52,12,27,11,1,10,9,2,7,6,2,0,1,2,32,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0
9,56,58,30,85,69,44,62,24,49,31,35,21,87,48,12,32,16,2,10,8,5,11,5,0,0,4,2,20,0,2,2,1,1,1,1,0,0,1,0,0,0,0,0
8,17,14,5,31,10,3,11,2,21,17,7,4,33,18,0,6,9,0,1,1,1,4,5,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,15,13,8,20,1,11,11,5,22,6,3,5,21,12,2,8,7,0,4,1,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,157,160,145,259,90,67,192,58,281,187,45,119,283,128,44,94,70,30,30,16,25,17,12,10,1,9,6,31,1,2,3,3,4,15,4,0,2,1,0,0,0,0,1
6,8,10,10,16,4,4,9,4,17,10,6,7,9,3,2,3,4,0,0,1,1,0,1,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
168,341,418,314,680,220,226,267,117,491,296,125,181,506,259,69,149,112,39,44,28,31,39,28,17,10,30,15,148,0,2,0,11,31,19,8,1,2,1,0,0,0,0,0
129,328,230,229,444,119,194,238,94,318,441,174,130,493,242,53,134,112,13,42,26,24,30,38,6,2,16,7,123,8,6,6,6,6,4,8,0,1,0,1,0,0,0,0
122,292,252,222,456,113,186,365,99,381,299,103,170,557,267,84,179,97,6,51,21,66,41,7,12,2,18,8,111,4,8,8,16,16,11,4,0,0,0,0,0,0,0,0
49,142,98,107,189,118,52,95,27,122,87,38,74,165,81,11,53,24,15,26,6,7,17,15,7,1,3,2,63,1,3,3,5,6,7,4,2,1,0,0,0,0,0,0
45,117,169,120,284,103,74,134,42,213,140,54,56,191,60,29,69,44,18,29,10,12,19,22,3,1,7,4,71,0,3,1,1,1,7,8,0,2,1,2,0,0,0,0
10,14,27,25,56,22,20,28,13,41,17,12,11,54,31,5,13,8,1,6,0,2,6,1,5,0,2,0,14,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
12,48,49,35,69,22,19,18,16,55,35,27,13,32,21,0,12,11,15,11,3,1,1,2,1,1,2,1,10,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0
5,8,6,14,17,3,1,7,4,16,5,1,3,5,2,1,5,3,0,4,1,0,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,11,23,16,36,0,8,10,8,29,0,0,4,15,11,1,5,4,2,2,0,3,2,0,1,0,1,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32,63,64,51,125,36,43,38,17,97,46,27,35,82,37,12,20,20,6,21,5,3,6,18,4,2,5,2,41,0,2,2,4,4,6,1,0,0,0,0,0,0,0,0
22,74,76,64,113,12,41,98,24,85,80,28,39,102,62,30,42,25,0,22,4,7,6,4,4,1,7,1,14,1,5,5,0,0,3,1,0,2,0,0,0,0,0,0
3,17,21,12,40,12,16,18,7,20,13,3,6,26,15,5,10,8,2,0,0,0,2,0,0,0,3,1,2,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0
140,354,353,323,559,163,277,350,161,445,235,111,186,559,251,71,227,136,2,93,65,21,53,17,13,7,20,6,158,5,0,0,4,4,9,8,0,0,1,0,0,0,0,0
2,16,6,10,13,5,4,10,1,14,5,4,5,14,4,1,7,3,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,41,29,29,51,11,32,22,10,40,35,25,17,67,41,5,15,18,3,12,2,3,2,4,1,0,0,1,15,1,0,0,2,4,2,0,0,1,0,0,0,0,0,0
8,20,8,11,26,15,4,33,10,31,22,2,8,51,19,9,12,13,0,3,1,7,0,1,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,32,35,33,64,2,15,34,5,54,45,5,14,51,26,12,10,19,1,4,2,3,9,4,6,0,1,1,9,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0
40,121,125,107,216,95,57,96,45,186,50,54,46,166,60,18,58,26,6,26,17,16,4,7,8,3,0,2,94,1,6,6,6,6,4,1,1,1,0,0,0,0,0,0
130,256,319,215,529,164,168,273,86,421,203,75,143,409,184,80,143,90,18,64,31,31,48,20,15,10,20,7,119,2,10,11,3,3,10,15,2,4,0,0,0,0,1,0
5,5,2,1,5,2,3,0,0,5,3,0,4,10,3,0,0,5,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,18,16,20,32,12,12,24,3,17,29,9,11,33,14,8,5,9,2,3,4,3,2,0,0,0,1,1,4,1,0,2,4,4,1,1,0,1,0,0,0,0,0,0
29,60,70,35,98,33,40,49,22,72,58,21,27,89,42,13,27,17,1,10,8,4,2,12,3,1,5,1,30,1,1,1,1,1,3,0,0,0,0,2,0,0,0,0
91,277,234,175,408,112,112,208,118,382,247,103,121,451,192,52,111,88,28,42,23,29,35,30,13,2,19,11,154,3,21,7,33,33,14,7,6,2,0,1,1,0,0,0
6,11,4,2,8,4,4,8,1,14,7,3,0,14,6,4,1,5,0,1,2,1,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,8,14,10,23,4,6,16,2,18,7,0,3,11,3,3,8,3,0,1,1,3,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,134,114,119,227,28,124,157,31,192,91,56,75,221,91,48,73,41,2,40,16,8,20,12,14,2,9,1,72,3,0,0,0,0,5,7,2,1,0,1,0,0,0,0
125,224,266,267,531,240,155,262,85,441,239,78,193,386,218,77,127,72,59,78,20,34,27,32,13,2,15,4,122,3,4,4,29,44,7,21,4,1,0,0,1,0,0,0
195,405,465,273,858,305,207,538,169,586,476,199,200,667,350,126,274,173,43,59,32,60,47,25,21,4,41,6,79,9,1,1,9,10,12,16,2,2,1,0,0,0,0,0
15,30,23,25,53,11,10,28,6,35,46,21,9,46,28,5,16,9,2,10,4,3,5,5,0,0,1,0,15,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0
1,2,0,0,2,1,1,3,0,0,3,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,131,124,100,210,91,39,139,46,147,165,78,61,204,97,37,70,36,2,26,18,20,13,11,7,0,6,3,39,2,2,2,1,1,4,6,0,0,0,0,0,0,0,0
17,63,54,54,93,45,23,33,13,73,58,51,24,87,34,10,19,20,5,18,9,2,5,1,3,1,7,2,38,0,1,1,4,5,0,0,4,0,0,0,0,0,0,0
9,28,20,12,27,5,9,7,8,25,25,3,18,25,21,3,7,8,0,4,3,1,2,3,2,0,1,2,3,0,2,2,0,0,1,0,0,2,0,0,0,0,0,0
19,88,44,58,96,82,41,61,11,71,61,34,41,82,40,13,35,15,8,14,2,5,5,12,5,1,6,2,14,1,2,2,5,5,1,0,3,1,0,0,0,0,0,0
25,46,50,37,99,11,27,43,17,86,41,33,34,75,35,13,24,15,4,12,3,5,4,3,6,2,7,2,19,0,1,1,4,4,2,1,0,0,0,0,0,0,0,0
124,343,395,317,675,255,157,354,138,599,339,200,249,511,264,97,182,109,14,87,35,36,29,44,25,2,31,16,129,2,15,16,12,12,21,12,2,1,1,0,1,0,0,0
6,43,33,29,44,21,22,29,17,38,18,20,12,23,15,11,8,5,2,6,2,3,4,1,1,0,3,0,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
4,21,14,16,27,14,19,21,7,30,20,10,9,47,28,5,7,6,2,3,0,1,3,3,1,0,4,1,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0
1,1,5,1,10,3,4,4,2,10,4,4,4,14,4,3,2,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,21,19,10,30,7,11,13,6,18,30,6,10,43,7,4,7,5,1,1,2,0,5,2,1,0,1,0,21,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
40,146,120,134,256,22,62,141,47,175,166,47,64,173,101,41,67,64,12,26,10,19,14,8,9,2,3,5,14,1,10,8,3,4,4,7,1,0,1,0,0,0,0,0
15,42,30,31,72,22,22,26,14,37,49,16,8,53,25,5,14,8,1,8,8,0,3,1,0,2,1,2,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,7,3,8,11,2,6,7,1,8,15,7,2,18,8,4,3,3,1,0,2,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
120,440,292,378,625,156,190,380,152,394,636,255,167,725,387,87,167,124,51,63,49,45,53,23,15,3,23,10,123,9,2,2,27,22,9,3,1,1,1,1,0,0,0,0
20,92,86,87,155,64,51,67,41,112,100,65,42,95,66,21,40,22,1,24,11,4,6,14,7,3,8,2,10,2,1,1,2,2,3,1,0,1,2,0,0,0,0,0
21,66,68,66,117,33,36,54,31,80,63,20,54,87,52,11,26,16,3,10,10,5,3,6,3,2,3,1,17,0,1,1,1,1,3,3,0,0,0,0,0,0,0,0
3,4,3,1,8,0,4,3,3,5,5,3,4,7,5,0,1,2,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,184,135,130,213,44,94,138,49,184,144,72,102,222,124,36,79,68,4,33,11,12,18,22,10,3,14,9,44,2,2,2,0,4,7,14,0,0,0,0,0,0,0,0
191,394,461,403,861,158,187,377,118,581,357,209,225,569,317,125,178,160,24,103,50,44,45,24,26,4,16,4,62,2,5,8,14,15,18,21,1,3,0,0,0,0,0,0
19,43,41,42,76,34,34,31,12,60,49,12,33,56,41,17,14,19,6,7,1,5,1,3,4,0,1,0,8,0,0,0,2,2,3,2,2,2,0,0,0,0,0,0
0,5,2,2,7,6,2,2,0,3,2,0,0,5,5,0,2,2,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,18,14,10,23,0,4,12,7,14,27,18,4,14,4,3,12,2,0,2,1,1,1,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,6,8,12,5,6,10,5,13,9,7,0,23,10,2,6,4,1,1,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,32,21,19,35,15,16,31,13,33,22,10,15,51,25,7,17,8,2,4,3,2,5,1,2,2,1,0,6,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
8,37,32,15,59,8,10,29,17,47,19,14,21,37,21,8,18,5,2,5,6,2,4,4,6,0,0,0,10,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0
25,53,65,48,120,37,37,41,11,85,86,63,17,108,34,13,22,48,9,11,2,1,10,15,1,0,2,0,29,0,11,16,2,10,0,0,1,0,1,0,0,0,0,0
5,9,12,11,23,8,6,7,7,13,15,3,4,20,12,2,4,4,0,3,0,0,0,0,1,0,2,0,3,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0
6,7,9,9,22,15,3,9,2,14,5,5,6,14,8,0,5,4,4,2,0,1,1,0,0,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,33,30,20,47,4,13,18,3,38,31,13,13,53,32,8,12,4,0,6,1,0,3,2,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,13,16,16,25,11,6,16,8,22,18,7,12,20,17,5,10,8,0,1,1,2,2,0,1,0,2,0,3,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0
8,25,28,20,44,29,10,14,16,30,13,9,12,16,9,1,7,8,3,5,3,0,9,1,0,0,3,1,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5,22,17,23,34,13,9,25,6,31,28,12,10,48,21,3,14,12,0,4,4,4,3,1,1,0,2,2,11,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
12,81,43,38,95,39,21,37,21,78,78,49,22,92,49,13,20,12,5,11,8,1,8,7,1,0,5,6,29,0,1,1,3,3,2,0,1,0,0,0,0,0,0,0
106,330,366,278,640,325,163,320,129,475,516,205,232,517,340,39,204,107,38,96,32,49,43,158,30,4,12,5,128,5,0,2,1,5,11,8,1,3,2,0,0,0,0,0
4,6,14,7,14,8,6,11,3,9,16,8,2,11,8,2,6,3,1,0,0,0,0,0,0,0,4,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
29,176,131,132,227,73,68,102,46,188,65,75,52,140,85,21,76,34,6,27,8,15,15,11,3,1,2,3,48,0,9,9,9,10,1,2,0,3,0,0,0,0,0,0
123,249,376,310,728,86,185,311,150,488,370,209,205,517,295,86,162,133,34,79,24,47,47,20,22,5,20,11,127,2,7,7,6,11,11,15,0,2,1,1,0,0,0,0
7,9,10,17,26,6,11,14,2,7,15,8,3,20,10,3,4,3,1,2,1,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,46,44,48,61,8,34,71,26,73,40,13,26,99,36,28,37,19,0,9,2,12,6,2,3,0,2,0,19,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
5,13,9,12,13,2,7,11,3,14,24,14,4,28,16,2,8,5,0,2,3,0,0,0,0,1,0,0,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
18,35,29,35,72,14,22,40,7,64,19,8,21,62,38,7,19,11,3,6,4,5,3,1,3,3,2,1,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
19,44,50,37,90,27,23,49,16,59,65,22,25,75,36,21,22,18,2,6,3,2,2,6,1,1,6,1,7,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
23,113,178,119,246,97,61,87,73,179,90,96,104,102,66,15,72,37,10,47,11,4,6,5,10,0,2,3,79,2,1,1,11,11,5,0,0,0,1,0,0,3,0,0
118,508,463,448,740,259,179,395,131,676,435,192,195,641,358,131,176,128,17,77,46,34,34,34,51,3,25,17,141,16,3,3,26,15,22,16,0,3,4,1,0,0,0,0
13,32,49,36,85,12,24,38,16,55,47,44,21,45,19,11,22,14,3,6,5,6,2,1,5,1,0,1,7,2,0,0,1,4,0,0,0,0,1,0,0,0,0,0
21,38,44,60,104,28,32,55,33,76,53,27,44,66,36,16,37,13,2,8,5,4,1,12,4,3,2,1,5,0,0,0,0,0,3,5,0,0,2,0,0,0,0,0
188,392,463,412,695,260,183,467,141,570,400,182,257,605,334,173,161,209,78,81,32,50,32,21,31,6,31,10,57,2,1,1,4,4,19,26,3,9,2,0,0,0,0,0
18,31,20,25,65,27,22,23,12,32,41,26,11,49,31,1,17,8,1,12,2,1,2,4,2,0,0,2,17,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0
44,129,109,93,224,85,61,169,47,142,272,128,54,235,127,40,54,35,7,10,20,12,16,13,3,2,7,2,50,1,0,0,3,5,5,1,0,0,0,0,0,0,0,0
8,9,12,9,22,0,9,13,7,12,12,2,5,11,5,2,7,6,3,4,1,2,2,0,0,0,1,1,5,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
13,24,32,23,46,15,12,29,7,50,14,14,14,39,22,4,22,6,0,9,2,3,3,2,4,0,4,0,12,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
4,11,2,8,17,5,5,25,11,15,12,1,5,28,6,3,12,5,1,3,5,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,81,85,56,134,24,45,88,23,103,61,19,32,139,59,31,52,24,4,9,10,6,7,7,3,0,2,4,13,0,0,0,1,1,5,2,1,0,0,0,0,0,0,0
46,84,83,88,137,60,44,43,18,129,61,37,46,121,65,11,29,22,8,27,5,3,7,16,4,0,4,1,38,0,4,0,3,3,4,1,2,0,0,0,0,0,0,0
0,5,0,2,3,2,1,4,0,3,4,4,1,6,2,3,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,30,28,28,57,13,27,22,6,30,32,28,14,61,30,6,12,20,4,6,0,6,2,4,3,0,1,4,7,1,0,0,2,1,3,1,0,0,0,0,0,0,0,0
27,102,115,131,216,56,104,121,23,136,107,61,73,169,91,43,36,48,2,21,13,6,16,15,4,3,4,2,25,2,6,6,1,1,2,5,0,2,0,1,0,0,0,0
18,56,51,43,86,6,28,37,17,69,29,39,27,60,31,9,20,18,23,10,4,3,5,4,4,0,4,1,16,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
7,22,20,20,46,7,16,24,4,40,28,16,16,45,27,8,11,10,8,10,1,5,2,4,2,0,3,0,13,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
39,140,99,118,224,86,70,125,47,172,153,72,72,178,96,29,78,44,3,32,14,10,11,20,6,3,3,6,49,3,1,1,3,3,5,3,1,1,0,0,0,0,0,0
12,12,18,22,33,8,6,13,7,29,9,3,6,24,9,4,8,5,0,1,0,3,0,1,0,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,45,43,71,104,9,35,50,16,63,22,18,34,45,34,12,19,12,50,10,5,2,8,1,2,2,2,1,29,0,0,0,0,3,8,1,0,0,0,0,0,0,0,0
